Id,dateTime,hour,day,month,weekday,source,destination,rideshare,rideCategory,price,distance,surgeMultiplier,weather,temperature,precipProbability,humidity,windSpeed,windGust,ozone
f0744,2020-11-01 06:37:00,6,1,11,Sun,South Station,Back Bay,Uber,Taxi,38.16,2.988,1,cloudy,39.36,0,0.82,1.83,3.27,267.5
ef1d9,2020-11-26 19:56:00,19,26,11,Thu,Fenway,North Station,Uber,UberXL,38.16,3.684,1,cloudy,42.87,0,0.61,9.47,14.84,352.1
2b76e,2020-11-01 21:32:00,21,1,11,Sun,Back Bay,North End,Uber,Black,38.16,3.792,1,rain,53.5,0.46,0.93,4.24,4.32,280.6
553f2,2020-11-01 00:28:00,0,1,11,Sun,Haymarket Square,North Station,Uber,Taxi,38.16,0.588,1,cloudy,40.12,0,0.62,3.16,3.51,286.6
1f5cc,2020-11-01 23:37:00,23,1,11,Sun,Back Bay,Northeastern University,Uber,WAV,38.16,1.32,1,partly-cloudy-night,38.45,0,0.72,2.27,2.85,269.4
48314,2020-11-27 13:12:00,13,27,11,Fri,Haymarket Square,North Station,Uber,UberXL,38.16,0.588,1,clear-day,41.69,0,0.58,8.37,12.5,333.4
35135,2020-11-14 18:15:00,18,14,11,Sat,Theatre District,North End,Uber,UberX,38.16,1.884,1,cloudy,44.22,0.14,0.75,7.65,8.94,321.1
d1e57,2020-11-15 12:05:00,12,15,11,Sun,Back Bay,Fenway,Uber,UberPool,38.16,1.608,1,cloudy,36.41,0.03,0.9,7.06,7.83,323.4
e4ac7,2020-11-27 06:08:00,6,27,11,Fri,North End,North Station,Uber,Black,38.16,1.104,1,partly-cloudy-night,40.14,0,0.67,9.35,13.26,342.5
b2816,2020-11-01 07:08:00,7,1,11,Sun,Northeastern University,Back Bay,Uber,Black SUV,38.16,1.608,1,cloudy,35.77,0,0.76,3.69,3.8,284.5
99406,2020-11-13 01:05:00,1,13,11,Fri,Haymarket Square,Financial District,Uber,Black SUV,38.16,1.188,1,cloudy,43.17,0,0.85,3.95,4.06,290.1
3fb42,2020-11-15 01:45:00,1,15,11,Sun,Northeastern University,Back Bay,Uber,WAV,38.16,1.968,1,rain,42.01,1,0.89,8.61,11.8,322.9
5f99c,2020-11-28 13:37:00,13,28,11,Sat,Back Bay,Fenway,Uber,UberPool,38.16,1.608,1,clear-day,33.2,0,0.81,2.03,4.77,275
824b8,2020-11-26 16:51:00,16,26,11,Thu,North End,Financial District,Uber,UberXL,38.16,1.248,1,partly-cloudy-day,42.56,0,0.59,8.26,12.74,349.9
b9736,2020-11-11 17:15:00,17,11,11,Wed,Back Bay,Fenway,Uber,UberX,38.16,1.608,1,partly-cloudy-day,32.64,0,0.52,2.43,3.18,325.1
f0ecf,2020-11-12 11:25:00,11,12,11,Thu,Back Bay,Northeastern University,Uber,Taxi,38.16,1.32,1,partly-cloudy-night,29.23,0,0.78,2.83,4.04,291
ce53d,2020-11-01 06:08:00,6,1,11,Sun,North End,Financial District,Uber,Black,38.16,1.464,1,cloudy,35.99,0,0.76,3,3.05,285.2
96ce0,2020-11-26 21:53:00,21,26,11,Thu,Back Bay,Fenway,Uber,UberXL,38.16,1.608,1,cloudy,42.75,0,0.58,9.22,11.58,353.1
38fcd,2020-11-26 15:47:00,15,26,11,Thu,Back Bay,Boston University,Uber,Taxi,38.16,1.692,1,partly-cloudy-day,42.64,0,0.58,8.32,12.36,349.8
1d31a,2020-11-12 09:15:00,9,12,11,Thu,Haymarket Square,West End,Uber,Black,38.16,0.732,1,partly-cloudy-night,29.17,0,0.78,2.52,3.38,293.9
18cb7,2020-11-01 19:32:00,19,1,11,Sun,Haymarket Square,Theatre District,Uber,UberX,38.16,1.392,1,partly-cloudy-day,45.39,0,0.5,2.06,3.25,271.8
97599,2020-11-28 13:48:00,13,28,11,Sat,Boston University,Back Bay,Uber,Black SUV,38.16,1.872,1,clear-day,33.2,0,0.81,2.03,4.77,275
96ec1,2020-11-26 20:53:00,20,26,11,Thu,Northeastern University,Back Bay,Uber,WAV,38.16,1.608,1,cloudy,43.31,0,0.58,8.35,12.98,352.9
655b5,2020-11-26 12:41:00,12,26,11,Thu,Beacon Hill,Haymarket Square,Uber,UberPool,38.16,1.62,1,partly-cloudy-day,37.93,0,0.69,5.35,6.93,345.4
4d573,2020-11-16 16:25:00,16,16,11,Mon,Boston University,Back Bay,Uber,UberX,38.16,1.872,1,partly-cloudy-day,29.98,0,0.42,12.77,22.43,376.6
483f3,2020-11-26 10:02:00,10,26,11,Thu,Haymarket Square,North Station,Uber,UberPool,38.16,0.588,1,partly-cloudy-night,35.8,0,0.76,4.82,7.72,342.6
d2ce3,2020-11-25 23:15:00,23,25,11,Wed,North Station,North End,Uber,Black SUV,38.16,1.128,1,partly-cloudy-night,41.78,0,0.69,7.66,11.55,306.3
a8f53,2020-11-16 07:45:00,7,16,11,Mon,Beacon Hill,Boston University,Uber,UberXL,38.16,2.856,1,cloudy,33.11,0.17,0.59,11.45,20.59,360.7
a834d,2020-11-25 06:54:00,6,25,11,Wed,Back Bay,Fenway,Uber,Taxi,38.16,1.608,1,rain,44.43,1,0.91,11.55,12.65,284.8
0b6cf,2020-11-15 10:40:00,10,15,11,Sun,North End,West End,Uber,UberX,38.16,1.392,1,rain,36.85,0.59,0.92,8.2,9.66,326.6
2430f,2020-11-26 20:53:00,20,26,11,Thu,Financial District,Haymarket Square,Uber,Black,38.16,1.5,1,cloudy,43.31,0,0.58,8.35,12.98,352.9
1b29e,2020-11-25 08:33:00,8,25,11,Wed,South Station,Back Bay,Uber,WAV,38.16,2.724,1,rain,45.69,1,0.9,10.05,17.66,287.2
2e70c,2020-11-28 06:42:00,6,28,11,Sat,West End,North End,Uber,UberPool,38.16,1.2,1,clear-night,33.14,0,0.79,3.05,4.11,286.2
1475f,2020-11-01 17:48:00,17,1,11,Sun,Back Bay,Boston University,Uber,Taxi,38.16,1.692,1,partly-cloudy-day,55.99,0,0.61,9.36,15.05,302
6fe76,2020-11-01 18:28:00,18,1,11,Sun,Theatre District,Haymarket Square,Uber,UberXL,38.16,1.932,1,cloudy,56.02,0,0.49,11.05,13.63,307
4acde,2020-11-01 02:10:00,2,1,11,Sun,North End,Financial District,Uber,Black SUV,38.16,1.248,1,cloudy,38.29,0,0.69,3.34,4.56,288.4
ac2c1,2020-11-12 18:25:00,18,12,11,Thu,Boston University,North Station,Uber,Black,38.16,4.068,1,partly-cloudy-day,47.22,0,0.49,4.5,4.55,286.4
96184,2020-11-16 19:10:00,19,16,11,Mon,Back Bay,Boston University,Uber,UberX,38.16,1.728,1,clear-day,33.74,0,0.36,12.45,18.43,370.5
6ec0d,2020-11-01 15:18:00,15,1,11,Sun,Back Bay,Northeastern University,Uber,WAV,38.16,1.32,1,partly-cloudy-day,55.78,0,0.81,5.74,5.85,299
734dc,2020-11-28 07:08:00,7,28,11,Sat,Haymarket Square,Financial District,Uber,UberXL,38.16,1.188,1,clear-night,31.82,0,0.83,2.12,2.86,284.8
37885,2020-11-26 22:13:00,22,26,11,Thu,Northeastern University,West End,Uber,Taxi,38.16,4.08,1,cloudy,41.83,0,0.62,9.01,12.7,352.7
8ba97,2020-11-13 02:10:00,2,13,11,Fri,Haymarket Square,North Station,Uber,WAV,38.16,0.588,1,cloudy,43.67,0,0.87,3.88,3.97,291.3
56610,2020-11-11 18:40:00,18,11,11,Wed,Fenway,North Station,Uber,UberX,38.16,3.708,1,partly-cloudy-day,34.07,0,0.51,2.4,4.17,328.8
cdd0c,2020-11-12 14:30:00,14,12,11,Thu,Financial District,Boston University,Uber,Black,38.16,6.672,1,clear-day,37.48,0,0.68,2.95,5.25,288.2
8.40E+71,2020-11-25 21:45:00,21,25,11,Wed,Northeastern University,Back Bay,Uber,UberPool,38.16,1.968,1,partly-cloudy-night,43.63,0,0.68,8.85,10.34,306.8
95586,2020-11-13 08:45:00,8,13,11,Fri,Boston University,Back Bay,Uber,Black SUV,38.16,1.872,1,cloudy,48.21,0,0.87,4.64,7.83,294.7
34c45,2020-11-11 21:05:00,21,11,11,Wed,Theatre District,Haymarket Square,Uber,UberXL,38.16,1.932,1,partly-cloudy-night,34,0,0.56,1.8,3.47,326.8
32a9a,2020-11-01 03:27:00,3,1,11,Sun,Haymarket Square,North Station,Uber,Black SUV,38.16,0.588,1,partly-cloudy-night,38.51,0,0.82,1.64,2.76,271.1
5218,2020-11-13 12:05:00,12,13,11,Fri,Northeastern University,Back Bay,Uber,UberPool,38.16,1.968,1,cloudy,48.61,0.18,0.86,3.45,6.49,295
1f63f,2020-11-25 13:24:00,13,25,11,Wed,Haymarket Square,Beacon Hill,Uber,Taxi,38.16,1.632,1,rain,46.34,0.61,0.92,5.16,5.21,320.7
c7272,2020-11-11 14:20:00,14,11,11,Wed,Northeastern University,Back Bay,Uber,UberX,38.16,1.968,1,partly-cloudy-day,26.95,0,0.57,3.04,4.2,325.4
c09a4,2020-11-01 09:47:00,9,1,11,Sun,North End,North Station,Uber,Black,38.16,1.104,1,cloudy,49.51,0,0.92,2.31,2.36,294.2
bc9a6,2020-11-12 05:25:00,5,12,11,Thu,Northeastern University,Back Bay,Uber,WAV,38.16,1.968,1,cloudy,32.27,0,0.68,1.88,3.71,303.4
6.19E+11,2020-11-26 12:26:00,12,26,11,Thu,North End,Theatre District,Uber,Black,38.16,1.692,1,partly-cloudy-day,37.93,0,0.69,5.35,6.93,345.4
13fd2,2020-11-12 19:20:00,19,12,11,Thu,West End,Haymarket Square,Uber,UberX,38.16,1.056,1,partly-cloudy-day,47.22,0,0.51,4.09,4.14,286.9
e6371,2020-11-27 18:12:00,18,27,11,Fri,Fenway,Financial District,Uber,Taxi,38.16,5.28,1,partly-cloudy-day,45.05,0,0.5,12.48,23.65,311.4
4d5d9,2020-11-12 09:25:00,9,12,11,Thu,Financial District,North End,Uber,Black SUV,38.16,1.452,1,partly-cloudy-night,29.17,0,0.78,2.52,3.38,293.9
5234c,2020-11-24 12:35:00,12,24,11,Tue,Northeastern University,Back Bay,Uber,WAV,38.16,1.824,1,cloudy,42.7,0,0.91,2.48,2.58,295.6
6160c,2020-11-01 01:58:00,1,1,11,Sun,West End,Haymarket Square,Uber,UberXL,38.16,0.864,1,cloudy,49.33,0,0.93,2.63,3.6,286
a5314,2020-11-01 22:28:00,22,1,11,Sun,Financial District,Boston University,Uber,UberPool,38.16,6.672,1,partly-cloudy-night,39.33,0,0.69,2.22,2.9,269.1
b5ccc,2020-11-01 09:38:00,9,1,11,Sun,North Station,Haymarket Square,Uber,UberX,38.16,0.672,1,partly-cloudy-night,33.27,0,0.8,4.02,4.07,280.8
6011c,2020-11-25 00:59:00,0,25,11,Wed,Back Bay,Fenway,Uber,Taxi,38.16,1.608,1,rain,45.92,1,0.89,8.26,8.38,294.3
32f08,2020-11-01 23:47:00,23,1,11,Sun,Back Bay,Boston University,Uber,UberXL,38.16,1.692,1,partly-cloudy-night,38.45,0,0.72,2.27,2.85,269.4
4ca51,2020-11-01 14:23:00,14,1,11,Sun,Haymarket Square,Theatre District,Uber,Black SUV,38.16,1.392,1,partly-cloudy-day,38.39,0,0.66,5.8,6.24,278
e8da1,2020-11-01 15:42:00,15,1,11,Sun,North End,Theatre District,Uber,WAV,38.16,1.692,1,partly-cloudy-day,40.73,0,0.6,4.19,5.44,276.6
76fb4,2020-11-15 00:55:00,0,15,11,Sun,Theatre District,Haymarket Square,Uber,UberPool,38.16,1.932,1,rain,42.33,0.99,0.88,8.22,9.94,323.2
e6909,2020-11-24 14:44:00,14,24,11,Tue,Haymarket Square,West End,Uber,Black,38.16,0.732,1,rain,44.91,0.57,0.91,2.66,2.71,293.4
a543e,2020-11-25 09:18:00,9,25,11,Wed,Back Bay,Fenway,Uber,UberX,38.16,1.608,1,rain,46.28,1,0.91,8.79,15.21,289.1
5d994,2020-11-25 11:03:00,11,25,11,Wed,Financial District,North End,Uber,WAV,38.16,1.452,1,rain,47.63,1,0.9,5.4,5.45,303.4
3d7a9,2020-11-12 21:35:00,21,12,11,Thu,Haymarket Square,Financial District,Uber,Taxi,38.16,1.188,1,partly-cloudy-night,44.31,0,0.64,3.18,4.35,288.1
6cf70,2020-11-12 10:00:00,10,12,11,Thu,Haymarket Square,Theatre District,Uber,Black,38.16,1.392,1,partly-cloudy-night,29.11,0,0.77,2.89,4.73,292.6
7cdd6,2020-11-24 06:14:00,6,24,11,Tue,North Station,Haymarket Square,Uber,UberXL,38.16,0.672,1,cloudy,43.23,0,0.9,1.76,1.81,307.8
c8493,2020-11-25 00:51:00,0,25,11,Wed,Haymarket Square,Beacon Hill,Uber,Black SUV,38.16,1.092,1,rain,45.92,1,0.89,8.26,8.38,294.3
71469,2020-11-11 14:20:00,14,11,11,Wed,Haymarket Square,North Station,Uber,UberPool,38.16,0.588,1,partly-cloudy-day,26.95,0,0.57,3.04,4.2,325.4
c9dd9,2020-11-13 17:05:00,17,13,11,Fri,Back Bay,Boston University,Uber,UberXL,38.16,1.692,1,partly-cloudy-day,54.08,0,0.73,3.54,5.6,297.6
95ff2,2020-11-16 01:10:00,1,16,11,Mon,Back Bay,Boston University,Uber,Black SUV,38.16,1.68,1,partly-cloudy-night,38.85,0,0.67,6.44,11.34,368.5
98373,2020-11-01 15:13:00,15,1,11,Sun,Haymarket Square,West End,Uber,UberX,38.16,0.732,1,partly-cloudy-day,40.73,0,0.6,4.19,5.44,276.6
fb72c,2020-11-26 16:41:00,16,26,11,Thu,Fenway,Back Bay,Uber,Black,38.16,1.788,1,partly-cloudy-day,42.56,0,0.59,8.26,12.74,349.9
712a7,2020-11-25 00:09:00,0,25,11,Wed,Beacon Hill,Haymarket Square,Uber,Taxi,38.16,1.62,1,rain,45.92,1,0.89,8.26,8.38,294.3
543b2,2020-11-16 08:05:00,8,16,11,Mon,Haymarket Square,Beacon Hill,Uber,WAV,38.16,1.092,1,cloudy,30.76,0,0.52,12.75,26.65,362
280c3,2020-11-02 06:43:00,6,2,11,Mon,Back Bay,Boston University,Uber,UberPool,38.16,1.68,1,cloudy,42.07,0,0.62,7.52,9.07,341.8
89d2d,2020-11-13 02:55:00,2,13,11,Fri,Haymarket Square,Financial District,Uber,Black,38.16,0.96,1,cloudy,43.67,0,0.87,3.88,3.97,291.3
69f4d,2020-11-26 17:20:00,17,26,11,Thu,North Station,Northeastern University,Uber,UberPool,38.16,3.384,1,cloudy,42.17,0,0.61,8.69,14.88,350.3
5c432,2020-11-01 07:43:00,7,1,11,Sun,Haymarket Square,Theatre District,Uber,WAV,38.16,1.392,1,cloudy,39.81,0,0.83,2.6,4.82,267.3
0d772,2020-11-11 08:05:00,8,11,11,Wed,Haymarket Square,West End,Uber,Black,38.16,0.744,1,clear-night,20.37,0,0.63,3.37,3.42,324.4
4ff3e,2020-11-24 13:26:00,13,24,11,Tue,North Station,Haymarket Square,Uber,Taxi,38.16,0.672,1,cloudy,42.83,0.09,0.9,3.33,3.47,295.7
efce3,2020-11-01 01:17:00,1,1,11,Sun,Boston University,North Station,Uber,Black SUV,38.16,4.092,1,cloudy,49.33,0,0.93,2.63,3.6,286
fd220,2020-11-01 13:13:00,13,1,11,Sun,North Station,Northeastern University,Uber,UberX,38.16,3.96,1,cloudy,50.74,0,0.9,4.13,5.82,299.7
8f71c,2020-11-02 05:17:00,5,2,11,Mon,Fenway,Back Bay,Uber,UberPool,38.16,1.8,1,partly-cloudy-night,42.87,0,0.62,7.23,8.98,335
1911a,2020-11-24 14:02:00,14,24,11,Tue,Financial District,North End,Uber,UberXL,38.16,1.452,1,rain,44.91,0.57,0.91,2.66,2.71,293.4
a7164,2020-11-13 12:45:00,12,13,11,Fri,Haymarket Square,Financial District,Uber,UberPool,38.16,1.188,1,cloudy,48.61,0.18,0.86,3.45,6.49,295
423d4,2020-11-01 07:12:00,7,1,11,Sun,West End,North End,Uber,UberXL,38.16,1.176,1,cloudy,35.77,0,0.76,3.69,3.8,284.5
e799e,2020-11-27 04:57:00,4,27,11,Fri,Back Bay,Northeastern University,Uber,Black SUV,38.16,1.464,1,partly-cloudy-night,39.58,0,0.68,8.45,9.65,344.6
9753a,2020-11-24 10:53:00,10,24,11,Tue,North End,Financial District,Uber,Taxi,38.16,1.284,1,fog,42.8,0,0.9,1.74,1.79,296.2
a1334,2020-11-24 22:51:00,22,24,11,Tue,West End,Haymarket Square,Uber,Black,38.16,0.864,1,rain,46.33,0.42,0.86,6.95,7,293.8
8d38a,2020-11-01 09:58:00,9,1,11,Sun,Fenway,North Station,Uber,UberX,38.88,3.684,1,partly-cloudy-night,33.27,0,0.8,4.02,4.07,280.8
20661,2020-11-01 21:37:00,21,1,11,Sun,Theatre District,North End,Uber,WAV,38.88,1.884,1,partly-cloudy-night,51.83,0,0.48,7.14,10.31,315.8
7b058,2020-11-27 17:48:00,17,27,11,Fri,Fenway,Financial District,Uber,UberX,38.88,5.316,1,partly-cloudy-day,45.31,0,0.48,11.17,22.46,311.9
b2e70,2020-11-01 22:22:00,22,1,11,Sun,South Station,Theatre District,Uber,WAV,38.88,1.56,1,partly-cloudy-night,50.51,0,0.49,6.8,10.14,317.6
388c0,2020-11-12 06:30:00,6,12,11,Thu,North End,West End,Uber,UberPool,38.88,1.392,1,partly-cloudy-night,31.03,0,0.72,1.03,2.47,297
6f5f2,2020-11-15 03:00:00,3,15,11,Sun,Back Bay,Northeastern University,Uber,UberXL,38.88,1.296,1,rain,41.85,1,0.89,8.89,15.68,322.3
03f6b,2020-11-13 20:55:00,20,13,11,Fri,Theatre District,North End,Uber,Black,38.88,1.884,1,clear-day,52.55,0,0.6,4.71,4.76,300.1
646d8,2020-11-12 06:20:00,6,12,11,Thu,West End,Northeastern University,Uber,Black SUV,38.88,3.696,1,partly-cloudy-night,31.03,0,0.72,1.03,2.47,297
f94c1,2020-11-28 11:48:00,11,28,11,Sat,Beacon Hill,North End,Uber,Taxi,38.88,1.824,1,clear-night,30.49,0,0.84,2.46,3.46,277.7
9cf9a,2020-11-26 01:09:00,1,26,11,Thu,West End,North End,Uber,UberPool,38.88,1.476,1,clear-night,39.73,0,0.73,7.26,7.31,313.6
8c67a,2020-11-16 17:05:00,17,16,11,Mon,Back Bay,Boston University,Uber,UberXL,38.88,1.692,1,clear-day,32.18,0,0.38,12.66,22.31,375
22a96,2020-11-25 02:48:00,2,25,11,Wed,South Station,Back Bay,Uber,UberX,38.88,4.128,1,rain,44.98,1,0.92,11.91,11.96,289
bc427,2020-11-26 22:05:00,22,26,11,Thu,Theatre District,Haymarket Square,Uber,Taxi,38.88,1.932,1,cloudy,41.83,0,0.62,9.01,12.7,352.7
b83fb,2020-11-26 20:47:00,20,26,11,Thu,Haymarket Square,Theatre District,Uber,Black SUV,38.88,1.392,1,cloudy,43.31,0,0.58,8.35,12.98,352.9
84d32,2020-11-24 23:24:00,23,24,11,Tue,North Station,North End,Uber,WAV,38.88,1.428,1,rain,45.74,1,0.89,7.79,7.84,295.2
c579b,2020-11-26 13:56:00,13,26,11,Thu,Financial District,South Station,Uber,Black,38.88,0.468,1,partly-cloudy-day,37.38,0,0.68,5.85,5.9,345.9
f7d68,2020-11-11 23:20:00,23,11,11,Wed,Boston University,Theatre District,Uber,Taxi,38.88,3.576,1,cloudy,32.81,0,0.6,2.24,2.6,326.2
c5bce,2020-11-15 10:05:00,10,15,11,Sun,West End,Haymarket Square,Uber,UberXL,38.88,1.056,1,rain,36.85,0.59,0.92,8.2,9.66,326.6
e0cb3,2020-11-01 00:47:00,0,1,11,Sun,Northeastern University,Theatre District,Uber,WAV,38.88,2.292,1,clear-night,37.08,0,0.79,1.76,2.51,272.5
5d740,2020-11-12 17:45:00,17,12,11,Thu,North Station,North End,Uber,Black,38.88,1.296,1,partly-cloudy-day,46.29,0,0.52,3.66,3.71,287
6b29a,2020-11-13 04:15:00,4,13,11,Fri,Back Bay,Northeastern University,Uber,UberX,38.88,1.32,1,cloudy,45.34,0,0.93,4.98,8.45,294.1
5.41E+09,2020-11-01 12:07:00,12,1,11,Sun,Back Bay,Northeastern University,Uber,Black SUV,38.88,1.296,1,partly-cloudy-day,33.47,0,0.77,4.87,4.92,277.5
3fe22,2020-11-16 13:55:00,13,16,11,Mon,Boston University,North Station,Uber,UberPool,38.88,4.068,1,partly-cloudy-day,26.01,0,0.49,13.68,25.73,371.6
5fffb,2020-11-13 08:55:00,8,13,11,Fri,Back Bay,Fenway,Uber,Black SUV,38.88,1.608,1,cloudy,48.21,0,0.87,4.64,7.83,294.7
bf6bc,2020-11-26 18:56:00,18,26,11,Thu,North End,Back Bay,Uber,Black,38.88,3.276,1,cloudy,42.32,0,0.62,9.14,15.01,351
d9b56,2020-11-01 20:03:00,20,1,11,Sun,West End,Haymarket Square,Uber,UberXL,38.88,0.876,1,partly-cloudy-day,54.3,0,0.48,7.33,7.76,312.2
944f8,2020-11-26 13:41:00,13,26,11,Thu,West End,North End,Uber,WAV,38.88,1.476,1,partly-cloudy-day,37.38,0,0.68,5.85,5.9,345.9
b34ce,2020-11-27 16:02:00,16,27,11,Fri,Haymarket Square,West End,Uber,Taxi,38.88,0.732,1,partly-cloudy-day,45.31,0,0.5,10.67,19.27,319.3
9f914,2020-11-01 23:17:00,23,1,11,Sun,Boston University,Financial District,Uber,UberX,38.88,1.404,1,partly-cloudy-night,38.45,0,0.72,2.27,2.85,269.4
36909,2020-11-26 23:23:00,23,26,11,Thu,North Station,South Station,Uber,UberXL,38.88,2.604,1,cloudy,40.75,0,0.67,9.56,14.37,352.9
8db97,2020-11-01 10:52:00,10,1,11,Sun,South Station,Theatre District,Uber,Taxi,38.88,1.56,1,partly-cloudy-night,33.45,0,0.79,4.03,4.08,278.5
e8d3e,2020-11-01 20:32:00,20,1,11,Sun,Beacon Hill,Boston University,Uber,Black SUV,38.88,2.724,1,partly-cloudy-day,54.3,0,0.48,7.33,7.76,312.2
75327,2020-11-24 23:15:00,23,24,11,Tue,Haymarket Square,Financial District,Uber,UberPool,38.88,1.188,1,rain,45.74,1,0.89,7.79,7.84,295.2
2816d,2020-11-15 18:50:00,18,15,11,Sun,North End,West End,Uber,Black,38.88,1.332,1,cloudy,40.15,0,0.82,7.12,8.86,333.7
5e898,2020-11-26 19:05:00,19,26,11,Thu,North End,West End,Uber,WAV,38.88,1.464,1,cloudy,42.87,0,0.61,9.47,14.84,352.1
be3de,2020-11-25 23:18:00,23,25,11,Wed,North End,Financial District,Uber,UberPool,38.88,1.608,1,partly-cloudy-night,41.78,0,0.69,7.66,11.55,306.3
1.90E+10,2020-11-25 01:45:00,1,25,11,Wed,Theatre District,South Station,Uber,Black,38.88,0.66,1,rain,45.01,1,0.92,11.93,11.98,289.6
732ec,2020-11-26 22:59:00,22,26,11,Thu,Financial District,South Station,Uber,UberX,38.88,0.468,1,cloudy,41.83,0,0.62,9.01,12.7,352.7
e5453,2020-11-27 00:13:00,0,27,11,Fri,Theatre District,Northeastern University,Uber,Taxi,38.88,2.172,1,partly-cloudy-night,40.81,0,0.67,8.04,12.19,350.7
09ad4,2020-11-01 12:23:00,12,1,11,Sun,South Station,North Station,Uber,WAV,38.88,1.8,1,cloudy,50.03,0,0.9,3.58,5.25,299.9
f9674,2020-11-26 21:26:00,21,26,11,Thu,South Station,Back Bay,Uber,UberXL,38.88,4.236,1,cloudy,42.75,0,0.58,9.22,11.58,353.1
c77a6,2020-11-27 09:53:00,9,27,11,Fri,Back Bay,Boston University,Uber,Black SUV,38.88,1.692,1,partly-cloudy-night,39.19,0,0.65,10.56,11.38,339.8
2650f,2020-11-02 03:18:00,3,2,11,Mon,West End,Boston University,Uber,Black,38.88,3.36,1,partly-cloudy-night,46.56,0,0.58,7.66,12,331.5
17fec,2020-11-25 02:18:00,2,25,11,Wed,Haymarket Square,Theatre District,Uber,Taxi,38.88,1.392,1,rain,44.98,1,0.92,11.91,11.96,289
2e15c,2020-11-27 00:14:00,0,27,11,Fri,Haymarket Square,West End,Uber,UberXL,38.88,0.732,1,partly-cloudy-night,40.81,0,0.67,8.04,12.19,350.7
e98c2,2020-11-02 06:23:00,6,2,11,Mon,North Station,South Station,Uber,Black SUV,38.88,2.604,1,cloudy,42.07,0,0.62,7.52,9.07,341.8
bada2,2020-11-24 14:32:00,14,24,11,Tue,Financial District,Northeastern University,Uber,UberX,38.88,8.952,1,rain,44.91,0.57,0.91,2.66,2.71,293.4
1e83e,2020-11-24 23:36:00,23,24,11,Tue,North End,Financial District,Uber,UberPool,38.88,1.248,1,rain,45.74,1,0.89,7.79,7.84,295.2
fb95b,2020-11-27 04:34:00,4,27,11,Fri,North Station,North End,Uber,UberXL,38.88,1.296,1,partly-cloudy-night,39.58,0,0.68,8.45,9.65,344.6
c8850,2020-11-12 11:00:00,11,12,11,Thu,Theatre District,Northeastern University,Uber,WAV,38.88,2.16,1,partly-cloudy-night,29.23,0,0.78,2.83,4.04,291
9aca0,2020-11-26 09:43:00,9,26,11,Thu,Financial District,Northeastern University,Uber,UberX,38.88,3.96,1,partly-cloudy-night,35.66,0,0.77,4.47,6.98,341.7
e5529,2020-11-15 15:35:00,15,15,11,Sun,Theatre District,Northeastern University,Uber,Black,38.88,2.172,1,cloudy,38.27,0.07,0.85,6.49,8.58,324.3
47aa0,2020-11-26 14:02:00,14,26,11,Thu,Haymarket Square,Theatre District,Uber,Black SUV,38.88,1.392,1,partly-cloudy-day,40.42,0,0.63,6.84,9.31,348.3
a9d11,2020-11-01 09:43:00,9,1,11,Sun,Boston University,Back Bay,Uber,Taxi,38.88,1.872,1,rain,39.94,1,0.91,3.46,3.96,269.1
a9b3f,2020-11-25 08:21:00,8,25,11,Wed,North Station,Fenway,Uber,WAV,38.88,3.744,1,rain,45.69,1,0.9,10.05,17.66,287.2
b541d,2020-11-27 09:13:00,9,27,11,Fri,North End,North Station,Uber,UberX,38.88,1.104,1,partly-cloudy-night,39.19,0,0.65,10.56,11.38,339.8
370ad,2020-11-01 17:57:00,17,1,11,Sun,North End,West End,Uber,Black SUV,38.88,1.392,1,partly-cloudy-day,55.99,0,0.61,9.36,15.05,302
2d4e0,2020-11-01 14:08:00,14,1,11,Sun,South Station,Beacon Hill,Uber,Taxi,38.88,3,1,partly-cloudy-day,53.85,0,0.85,4.88,4.93,298.9
9d5ba,2020-11-26 20:56:00,20,26,11,Thu,Northeastern University,Theatre District,Uber,Black,38.88,2.292,1,cloudy,43.31,0,0.58,8.35,12.98,352.9
49af4,2020-11-01 04:38:00,4,1,11,Sun,Back Bay,Fenway,Uber,UberXL,38.88,1.608,1,partly-cloudy-night,38.35,0,0.84,1.56,2.3,269.6
f7205,2020-11-16 03:00:00,3,16,11,Mon,North Station,North End,Uber,UberPool,38.88,1.296,1,cloudy,38.66,0,0.67,6.6,11.36,363
199c4,2020-11-01 06:07:00,6,1,11,Sun,North Station,Fenway,Uber,Taxi,38.88,3.66,1,fog,46.98,0,0.94,1.18,2.07,288.8
9f4e0,2020-11-15 21:15:00,21,15,11,Sun,Boston University,Financial District,Uber,UberXL,38.88,5.664,1,partly-cloudy-night,41.87,0,0.69,6.57,7.89,352.3
0bd0d,2020-11-16 05:20:00,5,16,11,Mon,North Station,Northeastern University,Uber,UberPool,38.88,4.044,1,cloudy,37.67,0,0.64,8.95,15.13,362
7e6fc,2020-11-15 04:30:00,4,15,11,Sun,Financial District,Northeastern University,Uber,Black SUV,38.88,3.96,1,rain,41.48,1,0.88,10.38,15.65,326
ff6b6,2020-11-14 17:25:00,17,14,11,Sat,Back Bay,Northeastern University,Uber,WAV,38.88,1.464,1,cloudy,44.21,0.29,0.73,7.47,8.92,321.6
c81f6,2020-11-01 12:37:00,12,1,11,Sun,Theatre District,South Station,Uber,UberX,38.88,0.66,1,rain,42.59,1,0.9,7.09,7.14,271.8
